Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
517645,22423,REGENCY CAKESTAND 3 TIER,36,2010-07-30 13:31:00,10.95,14911.0,EIRE,394.2
517646,22456,NATURAL SLATE CHALKBOARD LARGE ,198,2010-07-30 13:36:00,3.67,18102.0,United Kingdom,726.66
517646,22189,CREAM HEART CARD HOLDER,324,2010-07-30 13:36:00,2.8,18102.0,United Kingdom,907.1999999999999
517650,22655,VINTAGE RED KITCHEN CABINET,1,2010-07-30 14:00:00,295.0,13015.0,United Kingdom,295.0
517731,48194,DOORMAT HEARTS,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48189,DOORMAT FRIENDSHIP ,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48188,DOORMAT WELCOME PUPPIES,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48187,DOORMAT NEW ENGLAND,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48185,DOORMAT FAIRY CAKE,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48184,DOORMAT ENGLISH ROSE ,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48173C,DOORMAT BLACK FLOCK ,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48129,DOORMAT TOPIARY,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48116,DOORMAT MULTICOLOUR STRIPE,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48111,DOORMAT 3 SMILEY CATS,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,22414,DOORMAT NEIGHBOURHOOD WITCH ,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,22366,DOORMAT AIRMAIL ,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,22365,DOORMAT RESPECTABLE HOUSE,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,21955,DOORMAT UNION JACK GUNS AND ROSES,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,21523,DOORMAT FANCY FONT HOME SWEET HOME,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517731,48138,DOORMAT UNION FLAG,300,2010-08-01 13:31:00,4.58,18102.0,United Kingdom,1374.0
517754,22456,NATURAL SLATE CHALKBOARD LARGE ,200,2010-08-02 10:28:00,3.67,18102.0,United Kingdom,734.0
517754,22189,CREAM HEART CARD HOLDER,300,2010-08-02 10:28:00,2.3,18102.0,United Kingdom,690.0
517764,20679,EDWARDIAN PARASOL RED,60,2010-08-02 11:13:00,4.95,15077.0,United Kingdom,297.0
517764,15056P,EDWARDIAN PARASOL PINK,60,2010-08-02 11:13:00,4.95,15077.0,United Kingdom,297.0
517764,15056BL,EDWARDIAN PARASOL BLACK,60,2010-08-02 11:13:00,4.95,15077.0,United Kingdom,297.0
517764,15056N,EDWARDIAN PARASOL NATURAL,60,2010-08-02 11:13:00,4.95,15077.0,United Kingdom,297.0
517766,22656,VINTAGE BLUE KITCHEN CABINET,1,2010-08-02 11:25:00,295.0,14427.0,United Kingdom,295.0
517817,20750,RED/WHITE DOT MINI CASES,84,2010-08-02 12:12:00,6.35,18087.0,United Kingdom,533.4
517817,22143,CHRISTMAS CRAFT HEART DECORATIONS,144,2010-08-02 12:12:00,1.85,18087.0,United Kingdom,266.40000000000003
517817,21523,DOORMAT FANCY FONT HOME SWEET HOME,180,2010-08-02 12:12:00,6.35,18087.0,United Kingdom,1143.0
517817,22423,REGENCY CAKESTAND 3 TIER,64,2010-08-02 12:12:00,10.95,18087.0,United Kingdom,700.8
517817,48194,DOORMAT HEARTS,180,2010-08-02 12:12:00,6.35,18087.0,United Kingdom,1143.0
517844,22423,REGENCY CAKESTAND 3 TIER,32,2010-08-02 12:55:00,10.95,13113.0,United Kingdom,350.4
517848,21523,DOORMAT FANCY FONT HOME SWEET HOME,50,2010-08-02 13:15:00,6.35,17809.0,United Kingdom,317.5
517893,22423,REGENCY CAKESTAND 3 TIER,32,2010-08-03 09:00:00,10.95,15061.0,United Kingdom,350.4
517905,62018,SOMBRERO ,600,2010-08-03 09:44:00,1.25,17553.0,United Kingdom,750.0
517909,22655,VINTAGE RED KITCHEN CABINET,1,2010-08-03 10:26:00,295.0,18260.0,United Kingdom,295.0
517930,22656,VINTAGE BLUE KITCHEN CABINET,1,2010-08-03 10:38:00,295.0,15727.0,United Kingdom,295.0
517930,22655,VINTAGE RED KITCHEN CABINET,1,2010-08-03 10:38:00,295.0,15727.0,United Kingdom,295.0
517934,M,Manual,1,2010-08-03 10:52:00,800.0,12748.0,United Kingdom,800.0
517953,21704,BAG 250g SWIRLY MARBLES,720,2010-08-03 11:56:00,0.72,16754.0,United Kingdom,518.4
517953,21156,RETROSPOT CHILDRENS APRON,400,2010-08-03 11:56:00,1.65,16754.0,United Kingdom,660.0
517953,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2304,2010-08-03 11:56:00,0.18,16754.0,United Kingdom,414.71999999999997
517953,21915,RED  HARMONICA IN BOX ,1120,2010-08-03 11:56:00,1.06,16754.0,United Kingdom,1187.2
518052,POST,POSTAGE,1,2010-08-04 11:38:00,334.88,12748.0,United Kingdom,334.88
518153,20728,LUNCH BAG CARS BLUE,200,2010-08-05 08:54:00,1.45,17353.0,United Kingdom,290.0
518153,22382,LUNCH BAG SPACEBOY DESIGN ,200,2010-08-05 08:54:00,1.45,17353.0,United Kingdom,290.0
518153,22383,LUNCH BAG SUKI  DESIGN ,200,2010-08-05 08:54:00,1.45,17353.0,United Kingdom,290.0
518153,20725,LUNCH BAG RED SPOTTY,200,2010-08-05 08:54:00,1.45,17353.0,United Kingdom,290.0
518250,37449,CERAMIC CAKE STAND + HANGING CAKES,100,2010-08-05 17:35:00,8.5,14045.0,United Kingdom,850.0
518250,20914,SET/5 RED SPOTTY LID GLASS BOWLS,192,2010-08-05 17:35:00,2.55,14045.0,United Kingdom,489.59999999999997
518296,20784,RED RETRO BAR STOOL,16,2010-08-06 11:56:00,35.95,15908.0,United Kingdom,575.2
518334,62018,SOMBRERO ,400,2010-08-06 12:45:00,1.25,13953.0,United Kingdom,500.0
518360,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,192,2010-08-06 16:11:00,1.45,15061.0,United Kingdom,278.4
518360,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2010-08-06 16:11:00,1.69,15061.0,United Kingdom,270.4
518377,84078A,SET/4 WHITE RETRO STORAGE CUBES ,20,2010-08-08 10:51:00,34.95,12980.0,United Kingdom,699.0
518505,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,3936,2010-08-09 13:10:00,0.42,14277.0,France,1653.12
518505,85160B,BLACK BIRD GARDEN DESIGN MUG,2976,2010-08-09 13:10:00,0.13,14277.0,France,386.88
518505,85160A,WHITE BIRD GARDEN DESIGN MUG,4320,2010-08-09 13:10:00,0.13,14277.0,France,561.6
518505,85110,BLACK SILVER FLOWER T-LIGHT HOLDER,4752,2010-08-09 13:10:00,0.07,14277.0,France,332.64000000000004
518505,85006,SET 4 NURSERY DES ROUND BOXES,1440,2010-08-09 13:10:00,0.31,14277.0,France,446.4
518505,84847,FLORAL BATHROOM SET,1116,2010-08-09 13:10:00,0.33,14277.0,France,368.28000000000003
518505,37424,WHITE WITH BLACK CATS MUG,2112,2010-08-09 13:10:00,0.13,14277.0,France,274.56
518505,37423,WHITE WITH BLACK CATS PLATE,2952,2010-08-09 13:10:00,0.1,14277.0,France,295.2
518505,37340,MULTICOLOUR SPRING FLOWER MUG,4992,2010-08-09 13:10:00,0.1,14277.0,France,499.20000000000005
518505,21393,BLUE  SPOTTY PUDDING BOWL,2496,2010-08-09 13:10:00,0.13,14277.0,France,324.48
518505,21392,RED SPOTTY PUDDING BOWL,3648,2010-08-09 13:10:00,0.13,14277.0,France,474.24
518505,21281,VINTAGE KITCHEN PRINT SEAFOOD,1536,2010-08-09 13:10:00,0.25,14277.0,France,384.0
518505,21280,VINTAGE KITCHEN PRINT VEGETABLES,1248,2010-08-09 13:10:00,0.25,14277.0,France,312.0
518505,21279,VINTAGE KITCHEN PRINT FRUITS,1632,2010-08-09 13:10:00,0.25,14277.0,France,408.0
518505,21278,VINTAGE KITCHEN PRINT PUDDINGS,1200,2010-08-09 13:10:00,0.25,14277.0,France,300.0
518505,21096,SET/6 FRUIT SALAD  PAPER PLATES,7008,2010-08-09 13:10:00,0.13,14277.0,France,911.0400000000001
518505,21088,SET/6 FRUIT SALAD PAPER CUPS,7128,2010-08-09 13:10:00,0.08,14277.0,France,570.24
518505,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,3072,2010-08-09 13:10:00,0.17,14277.0,France,522.24
518505,16047,POP ART PEN CASE & PENS,5184,2010-08-09 13:10:00,0.08,14277.0,France,414.72
518505,16046,TEATIME PEN CASE & PENS,4608,2010-08-09 13:10:00,0.08,14277.0,France,368.64
518545,22636,CHILDS BREAKFAST SET CIRCUS PARADE,96,2010-08-09 18:26:00,6.68,18102.0,United Kingdom,641.28
518546,79303B,BLUE STAR BLOCK TABLE LAMP,90,2010-08-09 18:29:00,2.95,18102.0,United Kingdom,265.5
518552,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,108,2010-08-09 18:36:00,5.88,18102.0,United Kingdom,635.04
518623,85099B,JUMBO BAG RED RETROSPOT,200,2010-08-10 12:42:00,1.65,15032.0,United Kingdom,330.0
518673,22554,PLASTERS IN TIN WOODLAND ANIMALS,192,2010-08-10 16:10:00,1.45,14646.0,Netherlands,278.4
518673,35961,FOLKART ZINC HEART CHRISTMAS DEC,576,2010-08-10 16:10:00,0.72,14646.0,Netherlands,414.71999999999997
518673,84406B,CREAM CUPID HEARTS COAT HANGER,96,2010-08-10 16:10:00,2.75,14646.0,Netherlands,264.0
518673,84836,ZINC METAL HEART DECORATION,432,2010-08-10 16:10:00,1.06,14646.0,Netherlands,457.92
518673,85123A,WHITE HANGING HEART T-LIGHT HOLDER,480,2010-08-10 16:10:00,2.55,14646.0,Netherlands,1224.0
518673,22662,LUNCH BAG DOLLY GIRL DESIGN,200,2010-08-10 16:10:00,1.45,14646.0,Netherlands,290.0
518673,22158,3 HEARTS HANGING DECORATION RUSTIC,128,2010-08-10 16:10:00,2.55,14646.0,Netherlands,326.4
518673,21731,RED TOADSTOOL LED NIGHT LIGHT,288,2010-08-10 16:10:00,1.45,14646.0,Netherlands,417.59999999999997
518673,22296,HEART IVORY TRELLIS LARGE,216,2010-08-10 16:10:00,1.45,14646.0,Netherlands,313.2
518673,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,288,2010-08-10 16:10:00,2.55,14646.0,Netherlands,734.4
518673,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,400,2010-08-10 16:10:00,0.72,14646.0,Netherlands,288.0
518673,22423,REGENCY CAKESTAND 3 TIER,64,2010-08-10 16:10:00,10.95,14646.0,Netherlands,700.8
518673,22505,MEMO BOARD COTTAGE DESIGN,72,2010-08-10 16:10:00,4.25,14646.0,Netherlands,306.0
518673,22752,SET 7 BABUSHKA NESTING BOXES,48,2010-08-10 16:10:00,7.65,14646.0,Netherlands,367.20000000000005
518674,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-08-10 16:12:00,295.0,14646.0,Netherlands,590.0
518735,21796,SET OF 3 RED STRIPE BASKETS,229,2010-08-11 11:58:00,6.86,18102.0,United Kingdom,1570.94
518735,21795,SET OF 3 BLUE STRIPE BASKET,327,2010-08-11 11:58:00,6.86,18102.0,United Kingdom,2243.2200000000003
518737,82484,WOOD BLACK BOARD ANT WHITE FINISH,108,2010-08-11 12:05:00,5.55,18102.0,United Kingdom,599.4
518737,22189,CREAM HEART CARD HOLDER,216,2010-08-11 12:05:00,3.39,18102.0,United Kingdom,732.24
518737,22188,BLACK HEART CARD HOLDER,216,2010-08-11 12:05:00,3.39,18102.0,United Kingdom,732.24
518756,22656,VINTAGE BLUE KITCHEN CABINET,1,2010-08-11 12:59:00,295.0,16985.0,United Kingdom,295.0
518757,21621,VINTAGE UNION JACK BUNTING,36,2010-08-11 13:07:00,8.5,17675.0,United Kingdom,306.0
518777,M,Manual,1,2010-08-11 15:56:00,800.0,12748.0,United Kingdom,800.0
518792,84356,POMPOM CURTAIN,96,2010-08-12 10:00:00,2.95,13694.0,United Kingdom,283.20000000000005
518900,84879,ASSORTED COLOUR BIRD ORNAMENT,248,2010-08-12 14:11:00,1.45,15061.0,United Kingdom,359.59999999999997
518900,48187,DOORMAT NEW ENGLAND,50,2010-08-12 14:11:00,6.35,15061.0,United Kingdom,317.5
518900,20685,DOORMAT RED SPOT,50,2010-08-12 14:11:00,6.35,15061.0,United Kingdom,317.5
518967,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2010-08-12 15:48:00,2.55,14548.0,United Kingdom,326.4
518972,22619,SET OF 6 SOLDIER SKITTLES,80,2010-08-12 15:54:00,3.39,17402.0,United Kingdom,271.2
518982,22655,VINTAGE RED KITCHEN CABINET,1,2010-08-12 16:45:00,295.0,18227.0,United Kingdom,295.0
519098,22197,SMALL POPCORN HOLDER,408,2010-08-13 11:51:00,0.72,17949.0,United Kingdom,293.76
519124,22698,PINK REGENCY TEACUP AND SAUCER,312,2010-08-13 12:23:00,2.4,17949.0,United Kingdom,748.8
519124,22699,ROSES REGENCY TEACUP AND SAUCER ,312,2010-08-13 12:23:00,2.4,17949.0,United Kingdom,748.8
519165,15056N,EDWARDIAN PARASOL NATURAL,72,2010-08-13 12:59:00,4.95,17865.0,United Kingdom,356.40000000000003
519201,84991,60 TEATIME FAIRY CAKE CASES,1200,2010-08-15 10:33:00,0.4,13027.0,United Kingdom,480.0
519201,21213,PACK OF 72 SKULL CAKE CASES,960,2010-08-15 10:33:00,0.4,13027.0,United Kingdom,384.0
519201,21212,PACK OF 72 RETRO SPOT CAKE CASES,960,2010-08-15 10:33:00,0.4,13027.0,United Kingdom,384.0
519208,85099F,JUMBO BAG STRAWBERRY,400,2010-08-15 11:09:00,1.65,15769.0,United Kingdom,660.0
519208,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2010-08-15 11:09:00,1.65,15769.0,United Kingdom,330.0
519208,21928,JUMBO BAG SCANDINAVIAN PAISLEY,200,2010-08-15 11:09:00,1.65,15769.0,United Kingdom,330.0
519208,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2010-08-15 11:09:00,1.65,15769.0,United Kingdom,330.0
519209,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,288,2010-08-15 11:12:00,1.06,15893.0,United Kingdom,305.28000000000003
519222,85099F,JUMBO BAG STRAWBERRY,200,2010-08-15 12:20:00,1.65,15838.0,United Kingdom,330.0
519223,85099F,JUMBO BAG STRAWBERRY,200,2010-08-15 12:22:00,1.65,13629.0,United Kingdom,330.0
519267,85123A,WHITE HANGING HEART T-LIGHT HOLDER,400,2010-08-16 09:54:00,2.55,16013.0,United Kingdom,1019.9999999999999
519342,POST,POSTAGE,1,2010-08-16 12:10:00,280.0,12687.0,Sweden,280.0
519402,15056BL,EDWARDIAN PARASOL BLACK,60,2010-08-17 08:36:00,4.95,15854.0,United Kingdom,297.0
519404,21122,SET/10 PINK SPOTTY PARTY CANDLES,288,2010-08-17 08:56:00,1.06,14646.0,Netherlands,305.28000000000003
519428,84508A,CAMOUFLAGE DESIGN TEDDY,240,2010-08-17 10:35:00,2.1,16656.0,United Kingdom,504.0
519470,22507,MEMO BOARD RETROSPOT  DESIGN,96,2010-08-17 11:52:00,3.86,18102.0,United Kingdom,370.56
519470,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",96,2010-08-17 11:52:00,6.76,18102.0,United Kingdom,648.96
519468,22505,MEMO BOARD COTTAGE DESIGN,120,2010-08-17 11:52:00,3.86,18102.0,United Kingdom,463.2
519468,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",96,2010-08-17 11:52:00,6.76,18102.0,United Kingdom,648.96
519486,85152,HAND OVER THE CHOCOLATE   SIGN ,192,2010-08-17 13:40:00,1.69,16276.0,United Kingdom,324.48
519514,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,144,2010-08-18 09:19:00,1.85,14156.0,EIRE,266.40000000000003
519514,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,288,2010-08-18 09:19:00,1.25,14156.0,EIRE,360.0
519514,20754,RETRO RED SPOTTY WASHING UP GLOVES,216,2010-08-18 09:19:00,1.69,14156.0,EIRE,365.03999999999996
519514,20914,SET/5 RED SPOTTY LID GLASS BOWLS,160,2010-08-18 09:19:00,2.55,14156.0,EIRE,408.0
519514,82583,HOT BATHS METAL SIGN,216,2010-08-18 09:19:00,1.69,14156.0,EIRE,365.03999999999996
519514,21181,PLEASE ONE PERSON METAL SIGN,192,2010-08-18 09:19:00,1.85,14156.0,EIRE,355.20000000000005
519514,21908,CHOCOLATE THIS WAY METAL SIGN,192,2010-08-18 09:19:00,1.85,14156.0,EIRE,355.20000000000005
519514,21166,COOK WITH WINE METAL SIGN ,192,2010-08-18 09:19:00,1.69,14156.0,EIRE,324.48
519514,21169,YOU'RE CONFUSING ME METAL SIGN ,192,2010-08-18 09:19:00,1.45,14156.0,EIRE,278.4
519514,21524,DOORMAT SPOTTY HOME SWEET HOME,80,2010-08-18 09:19:00,6.35,14156.0,EIRE,508.0
519514,21777,RECIPE BOX WITH METAL HEART,48,2010-08-18 09:19:00,6.95,14156.0,EIRE,333.6
519514,79323LP,LIGHT PINK CHERRY LIGHTS,72,2010-08-18 09:19:00,5.45,14156.0,EIRE,392.40000000000003
519514,20685,DOORMAT RED SPOT,80,2010-08-18 09:19:00,6.35,14156.0,EIRE,508.0
519514,22400,MAGNETS PACK OF 4 HOME SWEET HOME,324,2010-08-18 09:19:00,1.25,14156.0,EIRE,405.0
519514,79323W,WHITE CHERRY LIGHTS,144,2010-08-18 09:19:00,5.45,14156.0,EIRE,784.8000000000001
519514,48129,DOORMAT TOPIARY,80,2010-08-18 09:19:00,6.35,14156.0,EIRE,508.0
519514,21523,DOORMAT FANCY FONT HOME SWEET HOME,80,2010-08-18 09:19:00,6.35,14156.0,EIRE,508.0
519514,21257,VICTORIAN SEWING BOX MEDIUM,48,2010-08-18 09:19:00,6.95,14156.0,EIRE,333.6
519533,21181,PLEASE ONE PERSON METAL SIGN,144,2010-08-18 10:32:00,1.85,15268.0,United Kingdom,266.40000000000003
519568,21621,VINTAGE UNION JACK BUNTING,60,2010-08-18 12:13:00,8.5,17262.0,United Kingdom,510.0
519571,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2010-08-18 12:36:00,2.55,18172.0,United Kingdom,326.4
519640,15056N,EDWARDIAN PARASOL NATURAL,120,2010-08-19 10:11:00,4.95,16684.0,United Kingdom,594.0
519640,15056BL,EDWARDIAN PARASOL BLACK,60,2010-08-19 10:11:00,4.95,16684.0,United Kingdom,297.0
519640,22030,SWALLOWS GREETING CARD,720,2010-08-19 10:11:00,0.36,16684.0,United Kingdom,259.2
519640,22423,REGENCY CAKESTAND 3 TIER,32,2010-08-19 10:11:00,10.95,16684.0,United Kingdom,350.4
519640,21166,COOK WITH WINE METAL SIGN ,240,2010-08-19 10:11:00,1.69,16684.0,United Kingdom,405.59999999999997
519640,82482,WOODEN PICTURE FRAME WHITE FINISH,144,2010-08-19 10:11:00,2.1,16684.0,United Kingdom,302.40000000000003
519640,82494L,WOODEN FRAME ANTIQUE WHITE ,120,2010-08-19 10:11:00,2.55,16684.0,United Kingdom,306.0
519640,82600,NO SINGING METAL SIGN,240,2010-08-19 10:11:00,1.69,16684.0,United Kingdom,405.59999999999997
519640,22557,PLASTERS IN TIN VINTAGE PAISLEY ,192,2010-08-19 10:11:00,1.45,16684.0,United Kingdom,278.4
519640,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2010-08-19 10:11:00,1.65,16684.0,United Kingdom,330.0
519710,22667,RECIPE BOX RETRO SPOT DESIGN,240,2010-08-19 14:52:00,2.55,16684.0,United Kingdom,612.0
519713,22197,SMALL POPCORN HOLDER,600,2010-08-19 15:36:00,0.72,14156.0,EIRE,432.0
519713,22198,LARGE POPCORN HOLDER ,300,2010-08-19 15:36:00,1.45,14156.0,EIRE,435.0
519717,22423,REGENCY CAKESTAND 3 TIER,32,2010-08-19 16:16:00,10.95,13089.0,United Kingdom,350.4
519722,22179,SET 10 LIGHTS NIGHT OWL,48,2010-08-19 16:53:00,5.95,12435.0,Denmark,285.6
519722,22194,BLACK DINER WALL CLOCK,36,2010-08-19 16:53:00,7.65,12435.0,Denmark,275.40000000000003
519793,85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,144,2010-08-20 12:26:00,1.95,18251.0,United Kingdom,280.8
519793,85092,CANDY SPOT TEA COSY,246,2010-08-20 12:26:00,1.25,18251.0,United Kingdom,307.5
519800,22475,SKULL DESIGN TV DINNER TRAY,64,2010-08-20 12:28:00,4.25,18251.0,United Kingdom,272.0
519800,22476,EMPIRE UNION JACK TV DINNER TRAY,64,2010-08-20 12:28:00,4.25,18251.0,United Kingdom,272.0
519800,20725,LUNCH BAG RED SPOTTY,200,2010-08-20 12:28:00,1.45,18251.0,United Kingdom,290.0
519800,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,576,2010-08-20 12:28:00,0.64,18251.0,United Kingdom,368.64
519800,22218,CAKE STAND LACE WHITE,72,2010-08-20 12:28:00,3.75,18251.0,United Kingdom,270.0
519800,47580,TEA TIME DES TEA COSY,150,2010-08-20 12:28:00,2.1,18251.0,United Kingdom,315.0
519812,22386,JUMBO BAG PINK WITH WHITE SPOTS,200,2010-08-20 12:55:00,1.65,14566.0,Channel Islands,330.0
519887,22655,VINTAGE RED KITCHEN CABINET,1,2010-08-22 12:03:00,295.0,18260.0,United Kingdom,295.0
519913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,320,2010-08-22 13:58:00,2.55,17133.0,United Kingdom,816.0
520077,62018,SOMBRERO ,400,2010-08-24 09:49:00,1.25,17553.0,United Kingdom,500.0
520079,16014,SMALL CHINESE STYLE SCISSOR,1000,2010-08-24 09:55:00,0.32,13848.0,United Kingdom,320.0
520082,22652,TRAVEL SEWING KIT,200,2010-08-24 10:41:00,1.45,17511.0,United Kingdom,290.0
520082,21623,VINTAGE UNION JACK MEMOBOARD,36,2010-08-24 10:41:00,8.5,17511.0,United Kingdom,306.0
520165,21977,PACK OF 60 PINK PAISLEY CAKE CASES,960,2010-08-24 12:44:00,0.42,13027.0,United Kingdom,403.2
520171,84879,ASSORTED COLOUR BIRD ORNAMENT,576,2010-08-24 13:16:00,1.45,12931.0,United Kingdom,835.1999999999999
520171,21623,VINTAGE UNION JACK MEMOBOARD,48,2010-08-24 13:16:00,8.5,12931.0,United Kingdom,408.0
520173,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,120,2010-08-24 13:20:00,3.75,12931.0,United Kingdom,450.0
520173,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,72,2010-08-24 13:20:00,4.25,12931.0,United Kingdom,306.0
520173,20972,PINK CREAM FELT CRAFT TRINKET BOX ,250,2010-08-24 13:20:00,1.06,12931.0,United Kingdom,265.0
520173,21481,FAWN BLUE HOT WATER BOTTLE,140,2010-08-24 13:20:00,2.55,12931.0,United Kingdom,357.0
520204,22656,VINTAGE BLUE KITCHEN CABINET,1,2010-08-24 16:08:00,295.0,16985.0,United Kingdom,295.0
520342,22622,BOX OF VINTAGE ALPHABET BLOCKS,48,2010-08-25 13:02:00,8.5,13090.0,United Kingdom,408.0
520343,22197,SMALL POPCORN HOLDER,504,2010-08-25 13:03:00,0.72,17949.0,United Kingdom,362.88
520350,22655,VINTAGE RED KITCHEN CABINET,1,2010-08-25 13:27:00,295.0,16570.0,United Kingdom,295.0
520388,15056N,EDWARDIAN PARASOL NATURAL,48,2010-08-25 15:24:00,5.95,15812.0,United Kingdom,285.6
520404,15056BL,EDWARDIAN PARASOL BLACK,60,2010-08-25 17:06:00,4.95,14258.0,United Kingdom,297.0
520404,15056N,EDWARDIAN PARASOL NATURAL,60,2010-08-25 17:06:00,4.95,14258.0,United Kingdom,297.0
520503,21872,GLAMOROUS  MUG,400,2010-08-26 12:40:00,0.85,18102.0,United Kingdom,340.0
520503,21069,VINTAGE BILLBOARD TEA MUG,400,2010-08-26 12:40:00,0.8,18102.0,United Kingdom,320.0
520503,21877,HOME SWEET HOME MUG,400,2010-08-26 12:40:00,0.8,18102.0,United Kingdom,320.0
520503,21067,VINTAGE RED TEATIME MUG,400,2010-08-26 12:40:00,0.8,18102.0,United Kingdom,320.0
520504,21527,RED RETROSPOT TRADITIONAL TEAPOT ,120,2010-08-26 12:43:00,4.86,18102.0,United Kingdom,583.2
520504,21843,RED RETROSPOT CAKE STAND,120,2010-08-26 12:43:00,7.46,18102.0,United Kingdom,895.2
520504,22221,CAKE STAND LOVEBIRD 2 TIER PINK,204,2010-08-26 12:43:00,5.95,18102.0,United Kingdom,1213.8
520517,22109,FULL ENGLISH BREAKFAST PLATE,96,2010-08-26 13:55:00,3.39,14101.0,United Kingdom,325.44
520558,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,2010-08-26 16:42:00,2.55,15079.0,United Kingdom,326.4
520663,21181,PLEASE ONE PERSON METAL SIGN,144,2010-08-27 12:50:00,1.85,14062.0,United Kingdom,266.40000000000003
520663,21175,GIN + TONIC DIET METAL SIGN,144,2010-08-27 12:50:00,1.85,14062.0,United Kingdom,266.40000000000003
520663,21164,HOME SWEET HOME METAL SIGN ,216,2010-08-27 12:50:00,2.55,14062.0,United Kingdom,550.8
520663,15056BL,EDWARDIAN PARASOL BLACK,60,2010-08-27 12:50:00,4.95,14062.0,United Kingdom,297.0
520728,84507B,STRIPES DESIGN MONKEY DOLL,384,2010-08-29 15:47:00,0.85,18226.0,United Kingdom,326.4
520736,22189,CREAM HEART CARD HOLDER,432,2010-08-31 09:31:00,2.3,18102.0,United Kingdom,993.5999999999999
520736,22188,BLACK HEART CARD HOLDER,432,2010-08-31 09:31:00,2.3,18102.0,United Kingdom,993.5999999999999
520736,82484,WOOD BLACK BOARD ANT WHITE FINISH,204,2010-08-31 09:31:00,4.17,18102.0,United Kingdom,850.68
520750,M,Manual,1,2010-08-31 11:04:00,1868.56,15480.0,Malta,1868.56
520875,35970,ZINC FOLKART SLEIGH BELLS,288,2010-08-31 15:17:00,1.49,16098.0,United Kingdom,429.12
520879,37449,CERAMIC CAKE STAND + HANGING CAKES,100,2010-08-31 15:37:00,8.5,14045.0,United Kingdom,850.0
520879,20914,SET/5 RED SPOTTY LID GLASS BOWLS,192,2010-08-31 15:37:00,2.55,14045.0,United Kingdom,489.59999999999997
520906,21621,VINTAGE UNION JACK BUNTING,100,2010-09-01 10:30:00,7.45,17511.0,United Kingdom,745.0
520948,22630,DOLLY GIRL LUNCH BOX,256,2010-09-01 11:05:00,1.65,14646.0,Netherlands,422.4
520948,22635,CHILDS BREAKFAST SET DOLLY GIRL ,32,2010-09-01 11:05:00,8.5,14646.0,Netherlands,272.0
520948,22629,SPACEBOY LUNCH BOX ,256,2010-09-01 11:05:00,1.65,14646.0,Netherlands,422.4
520948,84406B,CREAM CUPID HEARTS COAT HANGER,96,2010-09-01 11:05:00,2.75,14646.0,Netherlands,264.0
520948,22297,HEART IVORY TRELLIS SMALL,288,2010-09-01 11:05:00,1.06,14646.0,Netherlands,305.28000000000003
520968,22423,REGENCY CAKESTAND 3 TIER,32,2010-09-01 12:21:00,10.95,14299.0,United Kingdom,350.4
